PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCH4 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CH4-1 bar (mol/kg)
25.869,35.201,7407.98,0.95,8.12E-06,62.5,30,7.5,0,0,0,0.813
25.477,32.184,7380.96,0.949,8.11E-06,62.5,30,7.5,0,0,0,0.811
24.507,32.526,7264.03,0.949,8.07E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.807
26.344,35.605,7796.18,0.955,8.29E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.826
26,35.797,7645.44,0.954,8.20E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.824
25.725,33.752,7612.31,0.952,8.16E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.815
25.26,33.803,7426.47,0.951,8.09E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.794
25.606,33.097,7477.88,0.951,8.12E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.82
25.481,34.14,7367.51,0.948,8.11E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.816
24.992,32.504,7314.45,0.948,8.08E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.805
24.695,31.836,7191.13,0.946,8.03E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.797
15.234,21.643,6819.08,0.906,6.06E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.605
14.573,20.723,6252.35,0.902,5.58E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.558
15.188,21.279,6270.42,0.906,5.61E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.558
15.294,21.341,5832.42,0.901,5.22E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.518
15.404,20.473,5743.54,0.9,5.18E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.515
13.717,19.752,5477.03,0.895,4.81E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.476
14.438,20.797,5447.58,0.899,4.86E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.487
14.369,20.406,5088.88,0.895,4.61E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.46
14.662,21.22,6507.74,0.903,5.79E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.58
14.885,20.948,6032.9,0.901,5.38E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
14.928,21.407,6084.09,0.905,5.38E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.537
14.228,20.74,5661.06,0.898,5.04E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.503
15.024,19.884,5595.53,0.897,4.98E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.497
14.376,19.95,5278.82,0.893,4.71E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.475
15.124,20.681,5219.87,0.898,4.74E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.472
13.756,20.666,4995,0.894,4.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.448
26.999,35.167,7898.61,0.958,8.28E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.833
26.354,35.159,7689.64,0.956,8.19E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.817
25.531,33.998,7697.79,0.952,8.03E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.806
24.658,34.008,7538.99,0.95,7.98E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.799
25.122,34.181,7547.62,0.952,8.14E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.814
25.49,34.774,7442.59,0.95,8.07E-06,62.5,30,7.5,0,0,0,0.799
24.863,33.547,7422.83,0.95,8.06E-06,62.5,30,7.5,0,0,0,0.802
24.194,32.848,7242.62,0.946,7.95E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.798
26.51,35.123,7828.4,0.957,8.24E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.819
25.952,35.111,7600.34,0.955,8.15E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.816
25.265,33.92,7601.65,0.951,7.99E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.805
24.721,33.897,7426.05,0.948,7.93E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.792
25.345,34.962,7465.65,0.95,8.12E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.815
24.707,34.726,7367.91,0.95,8.10E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.821
24.17,33.664,7315.78,0.947,7.98E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.807
24.019,33.195,7197.84,0.946,7.95E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.795
9.263,14.804,4872.43,0.806,9.37E-06,59.18367347,32.65306122,8.163265306,0,0,0,0.924
9.278,14.917,4961.95,0.81,8.95E-06,58.50340136,32.65306122,8.163265306,0,0.006802721,0,0.883
9.798,15.714,5080.46,0.817,8.26E-06,57.82312925,32.65306122,8.163265306,0,0.013605442,0,0.813
9.992,15.852,5160.77,0.822,7.97E-06,57.14285714,32.65306122,8.163265306,0,0.020408163,0,0.793
21.699,40.325,6394.46,0.917,5.95E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.587
22.47,41.264,5892.3,0.914,5.55E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.545
21.735,41.543,5524.69,0.909,5.18E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.509
21.63,40.474,6649.31,0.919,6.23E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.612
21.848,40.849,6117.63,0.913,5.75E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.564
22.25,41.342,5655.44,0.913,5.39E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.529
22.297,41.9,5310.74,0.908,5.04E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.498
20.571,39.894,6409.09,0.916,5.94E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.584
21.168,39.575,5882.02,0.913,5.52E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.542
21.211,41.262,5513.31,0.91,5.18E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.506
21.156,41.221,5184.51,0.907,4.85E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.478
20.887,39.936,6174.13,0.916,5.69E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.556
20.814,40.216,5678.64,0.911,5.32E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.528
21.23,41.133,5347.6,0.908,5.01E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.486
21.787,41.485,5058.04,0.905,4.72E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.462
36.82,66.459,8020.28,0.963,8.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.869
36.76,65.577,7810.08,0.961,8.86E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.868
35.2,63.24,7638.08,0.959,8.78E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.86
34.917,63.634,7473.48,0.955,8.74E-06,62.5,30,7.5,0,0,0,0.854
36.971,66.423,7908.19,0.962,8.94E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.873
36.573,64.563,7722.13,0.96,8.86E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.868
35.003,63.863,7558.54,0.957,8.78E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.86
34.976,63.22,7410.82,0.955,8.75E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.855
34.908,64.713,7807.87,0.96,8.85E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.871
35.123,64.25,7656.51,0.959,8.77E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.853
33.822,63.044,7470.59,0.955,8.74E-06,62.5,30,7.5,0,0,0,0.858
33.429,62.675,7345.77,0.955,8.69E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.852
34.942,64.229,7729.94,0.959,8.85E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.867
34.495,64.202,7574.52,0.958,8.80E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.863
33.872,62.294,7435.52,0.955,8.77E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.859
33.479,61.089,7278.01,0.953,8.71E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.854
14.171,33.283,6840.41,0.914,6.27E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.607
15.166,32.459,6181.85,0.91,5.61E-06,57.14285714,20.40816327,14.28571429,0,0,0.081632653,0.545
13.551,34.114,5530.18,0.906,5.12E-06,57.14285714,12.24489796,14.28571429,0,0,0.163265306,0.499
13.973,33.1,5134.07,0.901,4.75E-06,57.14285714,4.081632653,14.28571429,0,0,0.244897959,0.46
14.363,32.185,6457.35,0.912,5.92E-06,57.14285714,24.48979592,14.28571429,0,0,0.040816327,0.574
14.36,30.685,5902.13,0.907,5.37E-06,57.14285714,16.32653061,14.28571429,0,0,0.12244898,0.518
13.454,34.012,5293.8,0.903,4.95E-06,57.14285714,8.163265306,14.28571429,0,0,0.204081633,0.482
13.761,31.811,4953.37,0.898,4.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.448
25.077,53.395,7909.4,0.961,8.57E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.839
24.987,53.354,7622.96,0.958,8.45E-06,60.22727273,31.81818182,7.954545455,0,0,0,0.834
23.155,52.123,7476.25,0.954,8.40E-06,61.95652174,30.43478261,7.608695652,0,0,0,0.834
22.431,50.536,7258.34,0.953,8.34E-06,63.54166667,29.16666667,7.291666667,0,0,0,0.82
24.976,53.548,7771.35,0.96,8.49E-06,59.30232558,32.55813953,8.139534884,0,0,0,0.838
24.933,53.562,7513.98,0.957,8.38E-06,61.11111111,31.11111111,7.777777778,0,0,0,0.824
23.145,51.612,7380.08,0.952,8.37E-06,62.76595745,29.78723404,7.446808511,0,0,0,0.825
22.382,51.496,7167.36,0.951,8.32E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.82
37.777,40.276,6567.68,0.946,7.75E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.756
36.175,38.658,4970.07,0.935,5.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.538
21.296,23.596,6644.83,0.919,6.41E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.644
21,23.692,5760.1,0.914,5.69E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.568
18.739,21.555,5434.39,0.907,5.04E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.505
18.229,21.898,4984.66,0.902,4.60E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.456
32.686,38.148,7853.42,0.961,8.85E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.851
33.191,37.742,7575.52,0.958,8.69E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.848
33.3,37.095,7263.74,0.955,8.55E-06,62.5,30,7.5,0,0,0,0.831
33.751,36.584,7033.38,0.952,8.48E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.825
30.748,63.718,6558.62,0.949,7.96E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.781
28.776,63.776,6301.18,0.948,7.59E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.739
30.363,58.125,5644.12,0.946,6.65E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.643
29.811,63.794,5485.36,0.944,6.45E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.628
28.658,63.718,5846.52,0.946,6.95E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.679
30.983,61.876,5367.19,0.943,6.16E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.6
29.632,63.686,5233.5,0.943,5.98E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.587
30.68,61.042,6081.77,0.947,7.23E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.704
28.676,61.053,5842.27,0.946,6.95E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.68
31.479,61.08,5337.85,0.944,6.22E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.601
29.989,61.316,5202.39,0.943,6.03E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.583
30.674,60.989,5684.3,0.945,6.66E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.647
28.461,61.074,5516.2,0.944,6.41E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.622
31.213,60.698,5119.57,0.942,5.79E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.564
29.446,60.772,4981.44,0.941,5.64E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.55
20.205,37.787,6619.13,0.925,6.61E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.656
18.85,34.303,5443.37,0.914,5.19E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.521
18.517,35.26,5887.34,0.921,5.79E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.574
18.836,33.936,4938.18,0.911,4.77E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.478
33.875,56.835,7950.93,0.964,9.17E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.916
31.282,58.402,7268.7,0.958,8.86E-06,62.5,30,7.5,0,0,0,0.886
33.725,57.073,7663.89,0.962,8.97E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.895
31.76,58.261,7032.53,0.955,8.76E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.873
8.46,13.075,3515.88,0.758,1.35E-05,60,20,20,0,0,0,1.334
19.795,29.519,7069.54,0.919,6.75E-06,60,33.33333333,6.666666667,0,0,0,0.657
19.817,29.561,6809.68,0.918,6.38E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.623
27.868,40.726,8604.51,0.954,8.14E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.794
14.955,23.288,6209.47,0.882,6.23E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.613
8.46,13.084,3520.76,0.756,1.35E-05,60,20,20,0,0,0,1.32
19.792,29.524,7076.76,0.918,6.76E-06,60,33.33333333,6.666666667,0,0,0,0.656
19.82,29.565,6826.94,0.919,6.38E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.62
27.867,40.72,8588.03,0.953,8.13E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.785
14.949,23.289,6206.78,0.882,6.23E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.613
20.452,29.697,6667.23,0.918,6.44E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.626
17.895,29.927,5907.48,0.912,5.66E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.55
19.384,27.273,5380.46,0.906,5.12E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.495
17.741,27.275,5026.33,0.902,4.65E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.452
32.343,47.26,7850.79,0.959,8.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.878
32.871,46.799,7582.81,0.957,8.77E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.867
31.659,46.342,7256.13,0.954,8.61E-06,62.5,30,7.5,0,0,0,0.847
31.936,45.781,7061.29,0.952,8.54E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.841
50.505,59.723,6541.63,0.959,8.90E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.864
54.442,67.223,4930.66,0.956,6.55E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.639
38.243,50.091,6577.53,0.949,7.89E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.79
38.053,50.148,6250.51,0.947,7.54E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.753
34.837,49.446,5654.58,0.944,6.58E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.663
34.64,50.101,5572.41,0.942,6.29E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.627
37.033,49.503,6068.93,0.946,7.18E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.717
36.887,49.661,5806.69,0.946,6.92E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.688
34.908,48.948,5404.8,0.943,6.11E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.611
34.55,49.732,5242.4,0.941,5.91E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.592
38.153,47.221,6071.37,0.947,7.17E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.714
37.977,47.701,5796.06,0.945,6.90E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.694
35.162,47.244,5330.2,0.942,6.13E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.606
34.414,47.118,5196.96,0.941,5.92E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.592
36.819,47.565,5666.19,0.945,6.62E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.656
36.708,47.264,5435.88,0.943,6.43E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.635
34.668,47.189,5108.36,0.941,5.75E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.574
34.4,47.17,4971.34,0.938,5.57E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.562
44.783,57.546,6569.18,0.956,8.41E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.832
41.908,54.373,5000.71,0.947,5.89E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.581
20.453,29.688,6629.89,0.918,6.44E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.636
18.745,29.878,5890.43,0.914,5.67E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.572
19.467,27.274,5380.08,0.906,5.13E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.515
18.041,27.276,4961.26,0.902,4.69E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.467
32.367,47.264,7848.77,0.961,8.96E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.897
32.886,46.704,7554.63,0.958,8.78E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.877
31.673,46.338,7256.3,0.955,8.62E-06,62.5,30,7.5,0,0,0,0.874
31.97,45.74,7052.43,0.952,8.54E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.853
17.892,21.524,6775.83,0.913,6.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.634
16.342,20.57,5554.49,0.906,4.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.494
17.646,20.754,6003.95,0.909,5.57E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.559
15.91,20.691,5105.83,0.901,4.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.455
28.713,35.066,8028.99,0.96,8.65E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.866
28.167,33.683,7316.65,0.953,8.37E-06,62.5,30,7.5,0,0,0,0.831
28.902,35.213,7708.79,0.957,8.52E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.86
28.292,33.12,7072.09,0.95,8.30E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.824
7.868,7.968,1007.31,0.51,9.19E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.784
7.096,7.564,766.843,0.479,8.38E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.687
14.018,21.121,5379.91,0.898,4.97E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.499
13.775,21.29,5009.83,0.894,4.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.446
24.244,34.768,7990.28,0.955,8.26E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.837
23.812,34.145,7664.56,0.951,8.12E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.812
12.349,12.622,1387.92,0.595,3.43E-06,62.5,30,7.5,0,0,0,0.333
11.764,11.906,1206.19,0.569,2.57E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.255
29.123,29.287,1784.24,0.767,3.21E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.309
15.776,19.338,6851.32,0.91,6.13E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.618
14.655,18.845,4965.03,0.894,4.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.451
27.991,33.011,7919.02,0.959,8.42E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.837
25.391,30.305,7126.54,0.948,8.11E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.814
12.895,26.503,6970.43,0.904,6.37E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.643
12.781,26.461,6464.2,0.901,5.86E-06,59.45945946,27.02702703,8.108108108,0,0,0.054054054,0.591
12.872,25.69,6874.92,0.904,6.04E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.602
12.766,25.543,6384.75,0.9,5.57E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.563
13.342,27.305,6787.51,0.905,6.11E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.609
11.324,24.31,5252.08,0.887,4.64E-06,57.14285714,5.714285714,14.28571429,0,0,0.228571429,0.47
12.488,27.275,6303.47,0.902,5.64E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.561
10.894,24.478,5021.4,0.885,4.43E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.438
20.591,40.589,7938.73,0.954,7.97E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.796
22.136,42.567,7241.53,0.947,7.94E-06,63.23529412,29.41176471,7.352941176,0,0,0,0.791
20.726,41.397,7672.77,0.952,7.93E-06,59.67741935,32.25806452,8.064516129,0,0,0,0.794
22.022,42.523,7099.4,0.945,7.90E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.794
11.384,22.503,6093.01,0.868,6.30E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.629
6.512,13.837,5040.82,0.77,1.02E-05,60,32,8,0,0,0,0.994
19.467,19.67,7127.02,0.914,6.56E-06,60,33.33333333,6.666666667,0,0,0,0.661
19.171,19.466,6983.14,0.913,6.17E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.618
26.621,27.669,8619.44,0.952,7.74E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.783
15.084,15.637,6097.35,0.873,6.10E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.606
20.025,21,6940.15,0.917,6.46E-06,58.33333333,31.25,10.41666667,0,0,0,0.645
18.731,19.618,7083.11,0.914,6.57E-06,60,33.33333333,6.666666667,0,0,0,0.659
18.158,19.228,7029.19,0.912,6.31E-06,58.13953488,30.23255814,11.62790698,0,0,0,0.634
18.815,19.697,7004.43,0.914,6.42E-06,59.09090909,31.81818182,9.090909091,0,0,0,0.642
18.173,19.256,6949.52,0.913,6.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.622
26.096,27.222,8595.99,0.952,7.72E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.766
14.215,14.9,6291.34,0.873,5.95E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.601
19.072,19.478,6857.51,0.912,6.14E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.617
17.843,19.129,5437.16,0.902,4.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.491
17.751,18.513,6066.98,0.906,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.54
17.171,18.496,5010.55,0.895,4.53E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.453
30.584,32.151,8055.2,0.958,8.30E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.836
30.103,30.472,7396.04,0.953,8.25E-06,62.5,30,7.5,0,0,0,0.835
30.582,32.322,7747.89,0.955,8.21E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.824
30.172,30.627,7178.96,0.95,8.17E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.817
23.161,23.222,845.751,0.615,1.04E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.802
21.203,21.464,994.566,0.619,3.65E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.354
21.615,22.106,5235.58,0.892,4.78E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.479
22.659,22.823,932.647,0.64,3.41E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.022
28.92,32.693,7999.31,0.963,9.29E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.92
37.407,37.517,7705.08,0.925,6.94E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.694
28.91,33.017,7691.47,0.96,9.01E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.898
35.834,36.081,7402.47,0.917,6.93E-06,62.5,30,7.5,0,0,0,0.691
14.143,18.685,5082.12,0.899,7.12E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.637
26.055,34.068,8001.51,0.958,8.86E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.888
20.707,21.865,5941.53,0.915,6.00E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.596
19.397,21.228,5329.14,0.91,5.27E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.525
21.125,22.087,5908.32,0.923,6.23E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.62
20.412,21.562,5501.78,0.918,6.76E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.646
19.916,22.885,5429.15,0.92,5.26E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.527
19.091,21.272,4962.19,0.914,6.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.616
36.76,38.323,7969.9,0.965,9.82E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.976
33.225,37.027,7565.99,0.962,9.67E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.972
36.634,38.209,7640.79,0.963,9.59E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.958
33.37,36.288,7341.32,0.96,9.47E-06,62.5,30,7.5,0,0,0,0.955
34.706,36.677,7597.88,0.963,9.51E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.957
31.636,33.622,7221.58,0.953,8.88E-06,62.5,30,7.5,0,0,0,0.88
34.324,36.373,7319.25,0.96,9.34E-06,62.5,30,7.5,0,0,0,0.949
32.171,33.48,7036.78,0.951,8.85E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.878
14.22,18.35,5466.19,0.901,6.12E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.583
13.869,16.546,5246.39,0.894,6.32E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.592
13.994,17.681,5936.2,0.904,5.60E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.563
14.614,16.739,5264.51,0.897,5.37E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.521
